Ticker,Short Name,  Market Cap  ,, Exchange ,,GICS Sector Name
RARE US Equity,ULTRAGENYX PHARM,"2,568,440,064",,NASDAQ GS,,Health Care
WPG US Equity,WASHINGTON PRIME,"2,567,051,008",,New York,,Real Estate
QTS US Equity,QTS REALTY TRU-A,"2,558,638,592",,New York,,Real Estate
CMP US Equity,COMPASS MINERALS,"2,558,280,960",,New York,,Materials
PNM US Equity,PNM RESOURCES,"2,556,881,408",,New York,,Utilities
CLI US Equity,MACK-CALI REALTY,"2,556,843,520",,New York,,Real Estate
AVP US Equity,AVON PRODUCTS,"2,547,821,824",,New York,,Consumer Staples
WMGI US Equity,WRIGHT MEDICAL G,"2,544,557,568",,NASDAQ GS,,Health Care
CCP US Equity,CARE CAPITAL PRO,"2,544,246,784",,New York,,Real Estate
KW US Equity,KENNEDY-WILSON H,"2,543,442,944",,New York,,Real Estate
HA US Equity,HAWAIIAN HOLDING,"2,542,711,552",,NASDAQ GS,,Industrials
OII US Equity,OCEANEERING INTL,"2,540,745,728",,New York,,Energy
PSMT US Equity,PRICESMART INC,"2,540,041,216",,NASDAQ GS,,Consumer Staples
PBH US Equity,PRESTIGE BRANDS,"2,539,423,232",,New York,,Health Care
HELE US Equity,HELEN OF TROY,"2,538,644,992",,NASDAQ GS,,Consumer Discretionary
SWFT US Equity,SWIFT TRANSPORTA,"2,533,141,504",,New York,,Industrials
OMAB US Equity,GRUPO AEROPO-ADR,"2,533,076,480",,NASDAQ GS,,Industrials
TMH US Equity,TEAM HEALTH HOLD,"2,530,996,736",,New York,,Health Care
HBHC US Equity,HANCOCK HLDG CO,"2,527,158,528",,NASDAQ GS,,Financials
TCB US Equity,TCF FINL CORP,"2,526,326,528",,New York,,Financials
MTX US Equity,MINERALS TECH,"2,526,062,336",,New York,,Materials
NKTR US Equity,NEKTAR THERAPEUT,"2,522,713,600",,NASDAQ GS,,Health Care
DW US Equity,DREW INDS INC,"2,519,176,448",,New York,,Consumer Discretionary
CPHD US Equity,CEPHEID,"2,512,906,752",,NASDAQ GS,,Health Care
GLPG US Equity,GALAPAGOS NV-ADR,"2,506,051,840",,NASDAQ GS,,Health Care
FULT US Equity,FULTON FINANCIAL,"2,505,908,736",,NASDAQ GS,,Financials
CCO US Equity,CLEAR CHANNEL-A,"2,499,024,384",,New York,,Consumer Discretionary
HNI US Equity,HNI CORP,"2,497,471,232",,New York,,Industrials
VA US Equity,VIRGIN AMERICA I,"2,493,871,872",,NASDAQ GS,,Industrials
SPN US Equity,SUPERIOR ENERGY,"2,490,927,872",,New York,,Energy
GNRC US Equity,GENERAC HOLDINGS,"2,490,354,944",,New York,,Industrials
CATY US Equity,CATHAY GENERAL B,"2,486,522,112",,NASDAQ GS,,Financials
CREE US Equity,CREE INC,"2,485,958,400",,NASDAQ GS,,Information Technology
CHDN US Equity,CHURCHILL DOWNS,"2,484,843,776",,NASDAQ GS,,Consumer Discretionary
VLY US Equity,VALLEY NATL BANC,"2,481,132,544",,New York,,Financials
SIR US Equity,SELECT INCOME RE,"2,478,688,512",,NASDAQ GS,,Real Estate
ESNT US Equity,ESSENT GROUP LTD,"2,474,704,384",,New York,,Financials
CC US Equity,CHEMOURS CO,"2,474,460,160",,New York,,Materials
PODD US Equity,INSULET CORP,"2,469,390,336",,NASDAQ GS,,Health Care
CAKE US Equity,CHEESECAKE FACTO,"2,465,519,104",,NASDAQ GS,,Consumer Discretionary
IDCC US Equity,INTERDIGITAL INC,"2,464,779,776",,NASDAQ GS,,Information Technology
LPNT US Equity,LIFEPOINT HEALTH,"2,463,060,992",,NASDAQ GS,,Health Care
ROIC US Equity,RETAIL OPPORTUNI,"2,460,431,872",,NASDAQ GS,,Real Estate
TCBI US Equity,TEXAS CAPITAL BA,"2,458,691,840",,NASDAQ GS,,Financials
FNSR US Equity,FINISAR CORP,"2,458,584,064",,NASDAQ GS,,Information Technology
EGP US Equity,EASTGROUP PROP,"2,456,079,360",,New York,,Real Estate
CRTO US Equity,CRITEO SA-ADR,"2,455,584,512",,NASDAQ GS,,Information Technology
INOV US Equity,INOVALON HOLDI-A,"2,452,697,088",,NASDAQ GS,,Health Care
VC US Equity,VISTEON CORP,"2,450,964,480",,New York,,Consumer Discretionary
GEF US Equity,GREIF INC-CL A,"2,450,942,976",,New York,,Materials
GEF/B US Equity,GREIF INC-CL B,"2,450,942,976",,New York,,Materials
KATE US Equity,KATE SPADE & CO,"2,447,868,416",,New York,,Consumer Discretionary
FI US Equity,FRANK'S INTERNAT,"2,447,369,984",,New York,,Energy
BGCP US Equity,BGC PARTNERS-A,"2,446,435,328",,NASDAQ GS,,Financials
FUL US Equity,HB FULLER CO,"2,441,579,520",,New York,,Materials
NRF US Equity,NORTHSTAR REALTY,"2,439,796,736",,New York,,Real Estate
MTZ US Equity,MASTEC INC,"2,439,516,672",,New York,,Industrials
ENTG US Equity,ENTEGRIS INC,"2,438,692,864",,NASDAQ GS,,Information Technology
RDUS US Equity,RADIUS HEALTH IN,"2,436,759,808",,NASDAQ GM,,Health Care
FCFS US Equity,FIRSTCASH INC,"2,436,715,520",,New York,,Financials
CACI US Equity,CACI INTL-A,"2,434,047,232",,New York,,Information Technology
TR US Equity,TOOTSIE ROLL IND,"2,432,545,280",,New York,,Consumer Staples
IOC US Equity,INTEROIL CORP,"2,431,848,704",,New York,,Energy
ORA US Equity,ORMAT TECHNOLOGI,"2,430,906,368",,New York,,Utilities
VSTO US Equity,VISTA OUTDOOR,"2,423,038,464",,New York,,Consumer Discretionary
AWI US Equity,ARMSTRONG WORLD,"2,421,897,216",,New York,,Industrials
FSIC US Equity,FS INVESTMENT CO,"2,420,276,480",,New York,,Financials
FFIN US Equity,FIRST FIN BANKSH,"2,417,792,768",,NASDAQ GS,,Financials
NGHC US Equity,NATIONAL GENERAL,"2,416,315,392",,NASDAQ GM,,Financials
KRG US Equity,KITE REALTY GROU,"2,414,832,384",,New York,,Real Estate
WAFD US Equity,WASH FED,"2,413,352,960",,NASDAQ GS,,Financials
WRE US Equity,WASHINGTON REIT,"2,411,488,256",,New York,,Real Estate
SLAB US Equity,SILICON LABS,"2,410,132,480",,NASDAQ GS,,Information Technology
THC US Equity,TENET HEALTHCARE,"2,408,333,568",,New York,,Health Care
EVER US Equity,EVERBANK FINANCI,"2,406,228,736",,New York,,Financials
MDRX US Equity,ALLSCRIPTS HEALT,"2,402,883,840",,NASDAQ GS,,Health Care
ZNGA US Equity,ZYNGA INC- CL A,"2,399,279,616",,NASDAQ GS,,Information Technology
UFS US Equity,DOMTAR CORP,"2,396,392,448",,New York,,Materials
GNW US Equity,GENWORTH FINANCI,"2,392,013,824",,New York,,Financials
NSAM US Equity,NORTHSTAR ASSET,"2,390,864,896",,New York,,Financials
FIVE US Equity,FIVE BELOW,"2,381,340,160",,NASDAQ GS,,Consumer Discretionary
MFRM US Equity,MATTRESS FIRM HO,"2,380,993,280",,NASDAQ GS,,Consumer Discretionary
SJI US Equity,SOUTH JERSEY IND,"2,377,976,320",,New York,,Utilities
KOS US Equity,KOSMOS ENERGY LT,"2,377,232,128",,New York,,Energy
ELP US Equity,COPEL-ADR PR B,"2,374,987,520",,New York,,Utilities
MDP US Equity,MEREDITH CORP,"2,373,342,976",,New York,,Consumer Discretionary
DAR US Equity,DARLING INGREDIE,"2,366,829,824",,New York,,Consumer Staples
BXS US Equity,BANCORPSOUTH INC,"2,355,658,752",,New York,,Financials
WAGE US Equity,WAGEWORKS,"2,350,569,472",,New York,,Industrials
HOPE US Equity,HOPE BANCORP INC,"2,350,259,456",,NASDAQ GS,,Financials
INCR US Equity,INC RESEARCH H-A,"2,349,778,688",,NASDAQ GS,,Health Care
CUZ US Equity,COUSINS PROP,"2,347,596,032",,New York,,Real Estate
FLTX US Equity,FLEETMATICS GROU,"2,346,100,736",,New York,,Information Technology
SIGI US Equity,SELECT INS GRP,"2,343,139,328",,NASDAQ GS,,Financials
MTSI US Equity,MACOM TECHNOLOGY,"2,336,600,064",,NASDAQ GS,,Information Technology
MEG US Equity,MEDIA GENERAL,"2,334,292,480",,New York,,Consumer Discretionary
CRZO US Equity,CARRIZO OIL&GAS,"2,333,618,432",,NASDAQ GS,,Energy
STL US Equity,STERLING BANCORP,"2,332,209,664",,New York,,Financials
CBL US Equity,CBL & ASSOC PROP,"2,331,321,600",,New York,,Real Estate
PCTY US Equity,PAYLOCITY HOLDIN,"2,328,174,592",,NASDAQ GS,,Information Technology
CNV US Equity,CNOVA NV,"2,325,639,680",,NASDAQ GS,,Consumer Discretionary
PSTG US Equity,PURE STORAGE-A,"2,325,161,984",,New York,,Information Technology
CVLT US Equity,COMMVAULT SYSTEM,"2,321,094,656",,NASDAQ GS,,Information Technology
WWW US Equity,WOLVERINE WORLD,"2,318,061,056",,New York,,Consumer Discretionary
ESL US Equity,ESTERLINE TECH,"2,313,785,344",,New York,,Industrials
SAM US Equity,BOSTON BEER-A,"2,311,638,528",,New York,,Consumer Staples
JJSF US Equity,J & J SNACK FOOD,"2,309,270,528",,NASDAQ GS,,Consumer Staples
AVX US Equity,AVX CORP,"2,307,508,992",,New York,,Information Technology
UNFI US Equity,UNITED NATURAL,"2,306,932,736",,NASDAQ GS,,Consumer Staples
GMED US Equity,GLOBUS MEDICAL I,"2,292,730,624",,New York,,Health Care
NEOG US Equity,NEOGEN CORP,"2,291,976,192",,NASDAQ GS,,Health Care
ACIW US Equity,ACI WORLDWIDE IN,"2,289,535,744",,NASDAQ GS,,Information Technology
FCS US Equity,FAIRCHILD SEMICO,"2,286,276,864",,NASDAQ GS,,Information Technology
HL US Equity,HECLA MINING CO,"2,283,937,792",,New York,,Materials
GBCI US Equity,GLACIER BANCORP,"2,282,425,344",,NASDAQ GS,,Financials
LXK US Equity,LEXMARK INTL-A,"2,276,875,520",,New York,,Information Technology
FIZZ US Equity,NATL BEVERAGE,"2,271,577,088",,NASDAQ GS,,Consumer Staples
NORD US Equity,NORD ANGLIA EDUC,"2,268,150,784",,New York,,Consumer Discretionary
KNX US Equity,KNIGHT TRANSPORT,"2,261,302,784",,New York,,Industrials
KMT US Equity,KENNAMETAL INC,"2,260,319,744",,New York,,Industrials
VIRT US Equity,VIRTU FINANCIA-A,"2,257,774,848",,NASDAQ GS,,Financials
RXN US Equity,REXNORD CORP,"2,257,610,240",,New York,,Industrials
WTS US Equity,WATTS WATER TE-A,"2,254,035,200",,New York,,Industrials
MFS US Equity,MANITOWOC FOOD,"2,252,538,368",,New York,,Industrials
ESV US Equity,ENSCO PLC-CL A,"2,247,977,728",,New York,,Energy
ALGT US Equity,ALLEGIANT TRAVEL,"2,247,817,216",,NASDAQ GS,,Industrials
B US Equity,BARNES GROUP INC,"2,238,932,992",,New York,,Industrials
UFPI US Equity,UNIVERSAL FOREST,"2,233,617,920",,NASDAQ GS,,Industrials
DO US Equity,DIAMOND OFFSHORE,"2,233,122,048",,New York,,Energy
LOGM US Equity,LOGMEIN INC,"2,232,299,264",,NASDAQ GS,,Information Technology
HTH US Equity,HILLTOP HOLDINGS,"2,231,098,368",,New York,,Financials
DNOW US Equity,NOW INC,"2,230,084,608",,New York,,Industrials
CHE US Equity,CHEMED CORP,"2,223,631,104",,New York,,Health Care
VRNT US Equity,VERINT SYSTEMS,"2,222,334,976",,NASDAQ GS,,Information Technology
DORM US Equity,DORMAN PRODUCTS,"2,219,177,472",,NASDAQ GS,,Consumer Discretionary
LGND US Equity,LIGAND PHARM,"2,214,525,440",,NASDAQ GM,,Health Care
BCPC US Equity,BALCHEM CORP,"2,214,487,296",,NASDAQ GS,,Materials
BID US Equity,SOTHEBY'S,"2,214,194,688",,New York,,Consumer Discretionary
BIG US Equity,BIG LOTS INC,"2,213,809,920",,New York,,Consumer Discretionary
MTDR US Equity,MATADOR RESOURCE,"2,213,245,696",,New York,,Energy
BLMN US Equity,BLOOMIN' BRANDS,"2,208,594,432",,NASDAQ GS,,Consumer Discretionary
BYD US Equity,BOYD GAMING CORP,"2,207,350,528",,New York,,Consumer Discretionary
HSNI US Equity,HSN INC,"2,207,035,648",,NASDAQ GS,,Consumer Discretionary
ALX US Equity,ALEXANDER'S INC,"2,201,485,312",,New York,,Real Estate
AMBA US Equity,AMBARELLA INC,"2,200,942,592",,NASDAQ GS,,Information Technology
EFII US Equity,ELEC FOR IMAGING,"2,198,569,216",,NASDAQ GS,,Information Technology
AMKR US Equity,AMKOR TECH INC,"2,196,023,808",,NASDAQ GS,,Information Technology
PEN US Equity,PENUMBRA INC,"2,193,386,752",,New York,,Health Care
SFUN US Equity,SOUFUN HOLDI-ADR,"2,191,314,944",,New York,,Information Technology
CDE US Equity,COEUR MINING INC,"2,190,299,136",,New York,,Materials
SAFM US Equity,SANDERSON FARMS,"2,186,743,040",,NASDAQ GS,,Consumer Staples
TNH US Equity,TERRA NITROGEN C,"2,183,791,616",,New York,,Materials
MSA US Equity,MSA SAFETY INC,"2,181,207,808",,New York,,Industrials
ABM US Equity,ABM INDUSTRIES,"2,176,003,072",,New York,,Industrials
IILG US Equity,INTERVAL LEISURE,"2,173,521,152",,NASDAQ GS,,Consumer Discretionary
SSD US Equity,SIMPSON MFG,"2,171,677,440",,New York,,Industrials
MOG/A US Equity,MOOG INC-CLASS A,"2,170,967,808",,New York,,Industrials
MOG/B US Equity,MOOG INC-CLASS B,"2,170,967,808",,New York,,Industrials
AXE US Equity,ANIXTER INTL INC,"2,169,532,416",,New York,,Information Technology
OMI US Equity,OWENS & MINOR,"2,166,772,224",,New York,,Health Care
TPH US Equity,TRI POINTE GROUP,"2,159,030,784",,New York,,Consumer Discretionary
MLHR US Equity,HERMAN MILLER,"2,156,778,752",,NASDAQ GS,,Industrials
PEB US Equity,PEBBLEBROOK HOTE,"2,153,837,312",,New York,,Real Estate
PGND US Equity,PRESS GANEY HOLD,"2,146,226,944",,New York,,Health Care
PAH US Equity,PLATFORM SPECIAL,"2,144,438,272",,New York,,Materials
DBD US Equity,DIEBOLD INC,"2,135,598,464",,New York,,Information Technology
DPLO US Equity,DIPLOMAT PHARMAC,"2,134,707,456",,New York,,Health Care
SHOO US Equity,STEVEN MADDEN,"2,134,617,344",,NASDAQ GS,,Consumer Discretionary
NOMD US Equity,NOMAD FOODS,"2,131,985,920",,New York,,Consumer Staples
LAD US Equity,LITHIA MOTORS-A,"2,127,326,720",,New York,,Consumer Discretionary
CALM US Equity,CAL-MAINE FOODS,"2,124,793,216",,NASDAQ GS,,Consumer Staples
AB US Equity,ALLIANCEBERNSTEI,"2,124,727,680",,New York,,Financials
GCP US Equity,GCP APPLIED TECH,"2,120,175,360",,New York,,Materials
CBU US Equity,COMMUNITY BANK S,"2,118,824,832",,New York,,Financials
MLNX US Equity,MELLANOX TECHNOL,"2,118,030,464",,NASDAQ GS,,Information Technology
LITE US Equity,LUMENTUM HOL,"2,117,293,824",,NASDAQ GS,,Information Technology
CLNY US Equity,COLONY CAPITAL-A,"2,116,899,072",,New York,,Financials
LC US Equity,LENDINGCLUB CORP,"2,112,208,512",,New York,,Financials
TMHC US Equity,TAYLOR MORRISO-A,"2,112,096,128",,New York,,Consumer Discretionary
DAN US Equity,DANA INC,"2,110,000,000",,New York,,Consumer Discretionary
NYT US Equity,NEW YORK TIMES-A,"2,101,309,568",,New York,,Consumer Discretionary
IMAX US Equity,IMAX CORP,"2,094,588,928",,New York,,Consumer Discretionary
VAC US Equity,MARRIOTT VACATIO,"2,091,970,560",,New York,,Consumer Discretionary
PEGI US Equity,PATTERN ENER,"2,091,350,400",,NASDAQ GS,,Utilities
VSH US Equity,VISHAY INTERTECH,"2,086,032,768",,New York,,Information Technology
DRQ US Equity,DRIL-QUIP INC,"2,084,423,936",,New York,,Energy
KBR US Equity,KBR INC,"2,082,991,744",,New York,,Industrials
PRTY US Equity,PARTY CITY HOLDC,"2,080,704,768",,New York,,Consumer Discretionary
GWPH US Equity,GW PHARM-ADR W/I,"2,080,524,544",,NASDAQ GM,,Health Care
TTEK US Equity,TETRA TECH INC,"2,070,335,616",,NASDAQ GS,,Industrials
PLNT US Equity,PLANET FITNESS-A,"2,069,947,008",,New York,,Consumer Discretionary
JBT US Equity,JOHN BEAN TECH,"2,066,203,904",,New York,,Industrials
SSTK US Equity,SHUTTERSTOCK INC,"2,063,160,064",,New York,,Information Technology
LTC US Equity,LTC PROPERTIES,"2,062,275,968",,New York,,Real Estate
PBF US Equity,PBF ENERGY INC-A,"2,058,258,688",,New York,,Energy
DDS US Equity,DILLARDS INC-A,"2,053,863,552",,New York,,Consumer Discretionary
ICUI US Equity,ICU MEDICAL,"2,048,446,592",,NASDAQ GS,,Health Care
SPH US Equity,SUBURBAN PROPANE,"2,044,954,496",,New York,,Utilities
ACXM US Equity,ACXIOM CORP,"2,043,986,048",,NASDAQ GS,,Information Technology
WBMD US Equity,WEBMD HEALTH COR,"2,043,284,352",,NASDAQ GS,,Information Technology
ITRI US Equity,ITRON INC,"2,041,764,992",,NASDAQ GS,,Information Technology
ASGN US Equity,ON ASSIGNMENT,"2,038,964,864",,New York,,Industrials
WLL US Equity,WHITING PETROLEU,"2,037,924,992",,New York,,Energy
RP US Equity,REALPAGE INC,"2,035,524,864",,NASDAQ GS,,Information Technology
SYNA US Equity,SYNAPTICS INC,"2,033,685,760",,NASDAQ GS,,Information Technology
PKY US Equity,PARKWAY PPTYS/MD,"2,033,060,480",,New York,,Real Estate
DRH US Equity,DIAMONDROCK HOSP,"2,032,993,792",,New York,,Real Estate
DECK US Equity,DECKERS OUTDOOR,"2,024,935,040",,New York,,Consumer Discretionary
HI US Equity,HILLENBRAND INC,"2,023,324,672",,New York,,Industrials
DOOR US Equity,MASONITE INTERNA,"2,022,051,584",,New York,,Industrials
AAT US Equity,AMERICAN ASSETS,"2,021,689,088",,New York,,Real Estate
ODP US Equity,OFFICE DEPOT INC,"2,017,979,264",,NASDAQ GS,,Consumer Discretionary
HUBS US Equity,HUBSPOT INC,"2,015,087,872",,New York,,Information Technology
MATW US Equity,MATTHEWS INTL-A,"2,011,562,240",,NASDAQ GS,,Industrials
CATM US Equity,CARDTRONICS PL-A,"2,011,011,328",,NASDAQ GS,,Information Technology
GLNG US Equity,GOLAR LNG LTD,"2,009,807,872",,NASDAQ GS,,Energy
GWB US Equity,GREAT WESTERN BA,"2,008,484,864",,New York,,Financials
FNGN US Equity,FINANCIAL ENGINE,"2,006,239,360",,NASDAQ GS,,Financials
PEGA US Equity,PEGASYSTEMS INC,"2,003,423,104",,NASDAQ GS,,Information Technology
MLI US Equity,MUELLER INDS,"2,001,047,296",,New York,,Industrials
EVR US Equity,EVERCORE PARTN-A,"1,998,017,536",,New York,,Financials
ALEX US Equity,ALEXANDER & BALD,"1,992,304,384",,New York,,Real Estate
EXAS US Equity,EXACT SCIENCES,"1,990,174,464",,NASDAQ CM,,Health Care
APFH US Equity,ADVANCEPIERRE FO,"1,989,098,240",,New York,,Consumer Staples
CVA US Equity,COVANTA HOLDING,"1,985,223,296",,New York,,Industrials
SANM US Equity,SANMINA CORP,"1,980,669,312",,NASDAQ GS,,Information Technology
CFFN US Equity,CAPITOL FEDERAL,"1,979,130,240",,NASDAQ GS,,Financials
MWA US Equity,MUELLER WATER-A,"1,970,941,952",,New York,,Industrials
CZZ US Equity,COSAN LTD - A,"1,970,604,160",,New York,,Energy
IBOC US Equity,INTL BANCSHARES,"1,970,531,968",,NASDAQ GS,,Financials
GPRO US Equity,GOPRO INC-CL A,"1,970,289,792",,NASDAQ GS,,Consumer Discretionary
JOBS US Equity,51JOB INC-ADR,"1,965,001,216",,NASDAQ GS,,Industrials
LOPE US Equity,GRAND CANYON EDU,"1,962,331,776",,NASDAQ GS,,Consumer Discretionary
KLXI US Equity,KLX INC,"1,962,297,728",,NASDAQ GS,,Industrials
DSW US Equity,DSW INC-CL A,"1,962,100,096",,New York,,Consumer Discretionary
CPE US Equity,CALLON PETROLEUM,"1,961,798,016",,New York,,Energy
SUM US Equity,SUMMIT MATERIA-A,"1,959,569,280",,New York,,Materials
HMHC US Equity,HOUGHTON MIFFLIN,"1,959,004,032",,NASDAQ GS,,Consumer Discretionary
SNCR US Equity,SYNCHRONOSS TECH,"1,951,645,568",,NASDAQ GS,,Information Technology
ARIA US Equity,ARIAD PHARM,"1,950,256,896",,NASDAQ GS,,Health Care
FIG US Equity,FORTRESS INVES-A,"1,949,537,152",,New York,,Financials
HQY US Equity,HEALTHEQUITY INC,"1,948,829,184",,NASDAQ GS,,Health Care
DM US Equity,DOMINION MIDSTRE,"1,948,594,560",,New York,,Energy
PLAY US Equity,DAVE & BUSTER'S,"1,945,866,240",,NASDAQ GS,,Consumer Discretionary
WSTC US Equity,WEST CORP,"1,941,054,336",,NASDAQ GS,,Industrials
MSTR US Equity,MICROSTRATEGY,"1,940,776,704",,NASDAQ GS,,Information Technology
GVA US Equity,GRANITE CONSTR,"1,940,286,720",,New York,,Industrials
CNS US Equity,COHEN & STEERS,"1,939,615,104",,New York,,Financials
NGL US Equity,NGL ENERGY PARTN,"1,939,118,720",,New York,,Energy
HAE US Equity,HAEMONETICS CORP,"1,939,041,024",,New York,,Health Care
APAM US Equity,ARTISAN PARTNE-A,"1,937,849,728",,New York,,Financials
HEP US Equity,HOLLY ENERGY PAR,"1,933,812,480",,New York,,Energy
MGEE US Equity,MGE ENERGY INC,"1,927,908,096",,NASDAQ GS,,Utilities
IRWD US Equity,IRONWOOD PHARMAC,"1,926,924,672",,NASDAQ GS,,Health Care
TRMK US Equity,TRUSTMARK CORP,"1,923,250,816",,NASDAQ GS,,Financials
KMPR US Equity,KEMPER CORP,"1,923,099,776",,New York,,Financials
CVBF US Equity,CVB FINANCIAL,"1,918,404,992",,NASDAQ GS,,Financials
GK US Equity,G & K SERVICES-A,"1,917,958,528",,NASDAQ GS,,Industrials
CHMT US Equity,CHEMTURA CORP,"1,913,284,224",,New York,,Materials
NEWR US Equity,NEW RELIC INC,"1,910,020,224",,New York,,Information Technology
COLB US Equity,COLUMBIA BANKING,"1,908,634,624",,NASDAQ GS,,Financials
ONB US Equity,OLD NATL BANCORP,"1,907,620,608",,NASDAQ GS,,Financials
ABY US Equity,ATLANTICA YIELD,"1,906,138,752",,NASDAQ GS,,Utilities
FGP US Equity,FERRELLGAS-LP,"1,901,251,712",,New York,,Utilities
CEB US Equity,CEB INC,"1,899,473,024",,New York,,Industrials
REV US Equity,REVLON INC-A,"1,894,661,760",,New York,,Consumer Staples
ROLL US Equity,RBC BEARINGS INC,"1,894,255,616",,NASDAQ GS,,Industrials
AIT US Equity,APPLIED INDU TEC,"1,890,366,336",,New York,,Industrials
HAWK US Equity,BLACKHAWK NETWOR,"1,887,812,864",,NASDAQ GS,,Information Technology
SIMO US Equity,SILICON MOTI-ADR,"1,887,753,984",,NASDAQ GS,,Information Technology
FCN US Equity,FTI CONSULTING,"1,887,114,624",,New York,,Industrials
CXW US Equity,CORRECTIONS CORP,"1,886,236,672",,New York,,Real Estate
NTGR US Equity,NETGEAR INC,"1,884,094,976",,NASDAQ GS,,Information Technology
EBIX US Equity,EBIX INC,"1,882,292,096",,NASDAQ GS,,Information Technology
STAG US Equity,STAG INDUSTRIAL,"1,877,597,312",,New York,,Real Estate
EE US Equity,EL PASO ELECTRIC,"1,876,116,352",,New York,,Utilities
HMSY US Equity,HMS HOLDINGS COR,"1,873,764,864",,NASDAQ GS,,Health Care
NGVT US Equity,INGEVITY CORP,"1,871,416,320",,New York,,Materials
PBYI US Equity,PUMA BIOTECHNOLO,"1,867,702,912",,New York,,Health Care
PAY US Equity,VERIFONE SYSTEMS,"1,865,453,568",,New York,,Information Technology
SSB US Equity,SOUTH STATE CORP,"1,862,755,584",,NASDAQ GS,,Financials
ATI US Equity,ALLEGHENY TECH,"1,856,225,920",,New York,,Materials
SCTY US Equity,SOLARCITY CORP,"1,852,936,704",,NASDAQ GS,,Industrials
OZM US Equity,OCH-ZIFF CAPIT-A,"1,852,850,432",,New York,,Financials
CTB US Equity,COOPER TIRE & RU,"1,849,579,264",,New York,,Consumer Discretionary
TERP US Equity,TERRAFORM POWE-A,"1,846,748,544",,NASDAQ GS,,Utilities
CYBR US Equity,CYBERARK SOFTWAR,"1,844,831,616",,NASDAQ GS,,Information Technology
SMTC US Equity,SEMTECH CORP,"1,840,456,704",,NASDAQ GS,,Information Technology
CMCM US Equity,CHEETAH MOBI-ADR,"1,839,143,936",,New York,,Information Technology
NVAX US Equity,NOVAVAX INC,"1,835,940,480",,NASDAQ GS,,Health Care
EEQ US Equity,ENBRIDGE ENERGY,"1,827,649,408",,New York,,Energy
OPHT US Equity,OPHTH0TECH CORP,"1,826,641,792",,NASDAQ GS,,Health Care
MNRO US Equity,MONRO MUFFLER,"1,823,352,448",,NASDAQ GS,,Consumer Discretionary
BLUE US Equity,BLUEBIRD BIO INC,"1,823,186,816",,NASDAQ GS,,Health Care
VIAV US Equity,VIAVI SOLUTIONS,"1,821,217,024",,NASDAQ GS,,Information Technology
LMCA US Equity,LIBERTY MEDIA-A,"1,819,496,064",,NASDAQ GS,,Consumer Discretionary
LMCK US Equity,LIBERTY MEDIA-C,"1,819,496,064",,NASDAQ GS,,Consumer Discretionary
VLRS US Equity,CONTROLADORA-ADR,"1,819,354,240",,New York,,Industrials
TREX US Equity,TREX CO INC,"1,816,375,936",,New York,,Industrials
BCO US Equity,BRINK'S CO/THE,"1,814,488,960",,New York,,Industrials
LXFT US Equity,LUXOFT HOLDING I,"1,813,454,336",,New York,,Information Technology
RMP US Equity,RICE MIDSTREAM P,"1,810,109,952",,New York,,Energy
MAIN US Equity,MAIN STREET CAPI,"1,807,889,024",,New York,,Financials
HIMX US Equity,HIMAX TECHNO-ADR,"1,806,750,080",,NASDAQ GS,,Information Technology
MATX US Equity,MATSON INC,"1,806,007,936",,New York,,Industrials
AAN US Equity,AARON'S INC,"1,803,305,344",,New York,,Consumer Discretionary
SCOR US Equity,COMSCORE INC,"1,802,639,616",,NASDAQ GS,,Information Technology
XHR US Equity,XENIA HOTELS & R,"1,802,438,656",,New York,,Real Estate
AEIS US Equity,ADV ENERGY INDS,"1,800,892,416",,NASDAQ GS,,Information Technology
OAS US Equity,OASIS PETROLEUM,"1,800,699,264",,New York,,Energy
FELE US Equity,FRANKLIN ELEC CO,"1,800,036,352",,NASDAQ GS,,Industrials
WIX US Equity,WIX.COM LTD,"1,798,124,288",,NASDAQ GS,,Information Technology
PRTA US Equity,PROTHENA CORP PL,"1,795,120,768",,NASDAQ GS,,Health Care
ROVI US Equity,ROVI CORP,"1,793,242,240",,NASDAQ GS,,Information Technology
BOX US Equity,BOX INC- CLASS A,"1,792,707,712",,New York,,Information Technology
CORE US Equity,CORE-MARK HOLDIN,"1,786,309,120",,NASDAQ GS,,Consumer Discretionary
ONCE US Equity,SPARK THERAPEUTI,"1,780,313,984",,NASDAQ GS,,Health Care
IVR US Equity,INVESCO MORTGAGE,"1,777,524,096",,New York,,Financials
CMC US Equity,COMMERCIAL METAL,"1,776,743,168",,New York,,Materials
IPXL US Equity,IMPAX LABS INC,"1,774,839,552",,NASDAQ GS,,Health Care
SCS US Equity,STEELCASE INC-A,"1,774,733,952",,New York,,Industrials
TLN US Equity,TALEN ENERGY,"1,773,668,736",,New York,,Utilities
IPHI US Equity,INPHI CORP,"1,770,976,896",,New York,,Information Technology
MORE US Equity,MONOGRAM RESIDEN,"1,766,364,800",,New York,,Real Estate
PAM US Equity,PAMPA-SPON ADR,"1,763,015,424",,New York,,Utilities
HMY US Equity,HARMONY GOLD-ADR,"1,757,943,936",,New York,,Materials
KS US Equity,KAPSTONE PAPER A,"1,757,599,616",,New York,,Materials
ITCI US Equity,INTRA-CELLULAR T,"1,748,754,304",,NASDAQ GS,,Health Care
GATX US Equity,GATX CORP,"1,747,299,968",,New York,,Industrials
